machine_ip,hostname,username,password,path,type,content
10.10.30.26,printer06.local,admin,printerpass,/etc/printer.conf,file,Printer configuration settings.
10.10.30.27,printer07.local,admin,printerpass,/etc/printer.conf,file,Printer configuration settings.
10.10.30.28,printer08.local,admin,printerpass,/etc/printer.conf,file,Printer configuration settings.
10.10.30.29,printer09.local,admin,printerpass,/etc/printer.conf,file,Printer configuration settings.
10.10.30.30,printer10.local,admin,printerpass,/etc/printer.conf,file,Printer configuration settings.
10.10.40.31,camera01.local,admin,camerapass,/etc/camera.conf,file,Camera settings and streaming keys.
10.10.40.32,camera02.local,admin,camerapass,/etc/camera.conf,file,Camera settings and streaming keys.
10.10.40.33,camera03.local,admin,camerapass,/etc/camera.conf,file,Camera settings and streaming keys.
10.10.40.34,camera04.local,admin,camerapass,/etc/camera.conf,file,Camera settings and streaming keys.
10.10.40.35,camera05.local,admin,camerapass,/etc/camera.conf,file,Camera settings and streaming keys.
10.10.40.36,camera06.local,admin,camerapass,/etc/camera.conf,file,Camera settings and streaming keys.
10.10.40.37,camera07.local,admin,camerapass,/etc/camera.conf,file,Camera settings and streaming keys.
10.10.40.38,camera08.local,admin,camerapass,/etc/camera.conf,file,Camera settings and streaming keys.
10.10.40.39,camera09.local,admin,camerapass,/etc/camera.conf,file,Camera settings and streaming keys.
10.10.40.40,camera10.local,admin,camerapass,/etc/camera.conf,file,Camera settings and streaming keys.
10.10.40.41,camera11.local,admin,camerapass,/etc/camera.conf,file,Camera settings and streaming keys.
10.10.40.42,camera12.local,admin,camerapass,/etc/camera.conf,file,Camera settings and streaming keys.
10.10.40.43,camera13.local,admin,camerapass,/etc/camera.conf,file,Camera settings and streaming keys.
10.10.40.44,camera14.local,admin,camerapass,/etc/camera.conf,file,Camera settings and streaming keys.
10.10.40.45,camera15.local,admin,camerapass,/etc/camera.conf,file,Camera settings and streaming keys.
10.10.50.41,router01.local,netadmin,netpass,/etc/router.conf,file,Router settings and routing tables.
10.10.50.42,router02.local,netadmin,netpass,/etc/router.conf,file,Router settings and routing tables.
10.10.50.43,router03.local,netadmin,netpass,/etc/router.conf,file,Router settings and routing tables.
10.10.50.44,router04.local,netadmin,netpass,/etc/router.conf,file,Router settings and routing tables.
10.10.50.45,router05.local,netadmin,netpass,/etc/router.conf,file,Router settings and routing tables.
10.10.10.99,sbc01.local,root,toor,/home/user/tools/scanner.sh,file,"#!/bin/bash
nmap -sn 10.10.0.0/16"
10.10.10.99,sbc01.local,root,toor,/home/user/passwordlist.txt,file,"admin
password
123456
letmein"
10.10.10.99,sbc01.local,root,toor,/etc/hostname,file,sbc01.local
10.10.20.99,sbc02.local,root,toor,/home/user/tools/scanner.sh,file,"#!/bin/bash
nmap -sn 10.10.0.0/16"
10.10.20.99,sbc02.local,root,toor,/home/user/passwordlist.txt,file,"admin
password
123456
letmein"
10.10.20.99,sbc02.local,root,toor,/etc/hostname,file,sbc02.local
10.10.30.99,sbc03.local,root,toor,/home/user/tools/scanner.sh,file,"#!/bin/bash
nmap -sn 10.10.0.0/16"
10.10.30.99,sbc03.local,root,toor,/home/user/passwordlist.txt,file,"admin
password
123456
letmein"
10.10.30.99,sbc03.local,root,toor,/etc/hostname,file,sbc03.local
10.10.40.99,sbc04.local,root,toor,/home/user/tools/scanner.sh,file,"#!/bin/bash
nmap -sn 10.10.0.0/16"
10.10.40.99,sbc04.local,root,toor,/home/user/passwordlist.txt,file,"admin
password
123456
letmein"
10.10.40.99,sbc04.local,root,toor,/etc/hostname,file,sbc04.local
10.10.50.99,sbc05.local,root,toor,/home/user/tools/scanner.sh,file,"#!/bin/bash
nmap -sn 10.10.0.0/16"
10.10.50.99,sbc05.local,root,toor,/home/user/passwordlist.txt,file,"admin
password
123456
letmein"
10.10.50.99,sbc05.local,root,toor,/etc/hostname,file,sbc05.local
